ID_Cliente,Nota_Credito,Pais,Genero,Idade,Tempo_de_Conta,Saldo,Numero_Produtos,Cartao_Credito,Membro_Ativo,Salario,Abandonou
15632118,698,Spain,Male,45,5,"R$ 164.450,94",1,1,0,"R$ 141.970,02",1
15788118,656,France,Male,33,7,"R$ 138.705,02",2,1,0,"R$ 37.136,15",0
15788930,761,Spain,Male,37,7,"R$ 132.730,17",1,1,0,"R$ 199.293,01",0
15628583,709,France,Female,30,5,"R$ 0,00",2,0,1,"R$ 161.388,22",0
15635177,597,Spain,Female,66,3,"R$ 0,00",1,1,1,"R$ 70.532,53",0
15587690,592,France,Male,28,2,"R$ 116.498,22",1,1,0,"R$ 144.290,25",0
15627630,599,France,Female,41,1,"R$ 0,00",2,1,0,"R$ 96.069,82",0
15610930,572,Germany,Female,35,1,"R$ 139.979,07",1,1,0,"R$ 185.662,84",0
15657747,611,Germany,Female,43,9,"R$ 127.216,31",2,0,1,"R$ 17.913,25",0
15568006,634,France,Female,45,2,"R$ 0,00",4,1,0,"R$ 101.039,53",1
15751748,666,France,Male,51,2,"R$ 148.222,65",1,0,0,"R$ 156.953,54",1
15722212,696,France,Female,41,8,"R$ 0,00",2,0,0,"R$ 28.276,83",0
15658670,669,France,Female,38,8,"R$ 0,00",2,1,0,"R$ 84.049,16",0
15761654,726,Spain,Male,30,8,"R$ 134.152,29",1,1,1,"R$ 147.822,44",0
15812210,497,Germany,Female,32,8,"R$ 111.537,23",4,1,1,"R$ 9.497,99",1
15787051,750,Spain,Female,39,7,"R$ 119.565,92",1,1,0,"R$ 87.067,73",0
15642991,850,Spain,Female,29,7,"R$ 0,00",2,1,0,"R$ 23.237,25",0
15713769,617,Spain,Male,38,7,"R$ 0,00",1,1,1,"R$ 27.239,28",0
15605826,652,Germany,Male,46,10,"R$ 121.063,80",3,1,0,"R$ 151.481,86",1
15648898,560,Spain,Female,27,7,"R$ 124.995,98",1,1,1,"R$ 114.669,79",0
15705309,629,Spain,Male,39,5,"R$ 0,00",2,0,0,"R$ 116.748,14",0
15734202,660,Germany,Female,52,4,"R$ 86.891,84",1,1,0,"R$ 90.877,76",0
15658852,676,France,Male,38,8,"R$ 0,00",2,1,1,"R$ 133.692,88",0
15612633,581,Spain,Male,43,9,"R$ 78.022,61",1,0,1,"R$ 30.662,91",0
15604818,798,France,Male,34,9,"R$ 154.495,79",1,1,0,"R$ 191.395,88",0
15593900,705,France,Male,38,1,"R$ 189.443,72",1,0,1,"R$ 106.648,58",0
15624995,714,Spain,Female,31,6,"R$ 152.926,60",1,1,1,"R$ 50.899,91",0
15570087,664,France,Female,44,8,"R$ 142.989,69",1,1,1,"R$ 115.452,51",1
15802617,697,Germany,Male,43,7,"R$ 115.371,94",2,1,0,"R$ 64.139,10",0
15656029,609,France,Male,37,6,"R$ 0,00",2,0,1,"R$ 22.030,72",0
15739194,548,Spain,Male,38,0,"R$ 178.056,54",2,1,0,"R$ 38.434,73",0
15607275,850,Spain,Male,39,6,"R$ 206.014,94",2,0,1,"R$ 42.774,84",1
15629475,656,France,Male,41,2,"R$ 0,00",2,1,0,"R$ 158.973,77",0
15635034,727,Germany,Male,37,9,"R$ 101.191,83",1,1,1,"R$ 34.551,35",1
15756333,642,France,Female,55,7,"R$ 0,00",2,1,1,"R$ 101.515,76",0
15777436,710,Spain,Female,31,5,"R$ 0,00",2,1,0,"R$ 9.561,73",0
15676835,710,Spain,Male,33,1,"R$ 0,00",2,1,0,"R$ 168.313,17",0
15574206,718,France,Female,37,7,"R$ 0,00",2,1,1,"R$ 55.100,09",0
15613017,586,Germany,Male,32,1,"R$ 149.814,54",1,1,0,"R$ 31.830,06",0
15815131,617,Spain,Female,36,7,"R$ 115.617,24",1,1,1,"R$ 71.519,40",0
15585455,630,France,Male,28,9,"R$ 0,00",2,0,0,"R$ 32.599,35",0
15692929,791,Germany,Female,42,10,"R$ 113.657,41",2,0,1,"R$ 139.946,68",1
15758081,673,Spain,Male,39,8,"R$ 138.160,00",1,1,1,"R$ 110.468,51",0
15667476,477,Germany,Female,36,3,"R$ 117.700,86",1,0,0,"R$ 74,042,00",0
15738248,662,France,Female,37,5,"R$ 0,00",2,1,0,"R$ 151.871,84",0
15672152,850,Germany,Male,37,9,"R$ 122.506,38",1,0,1,"R$ 199.693,84",1
15673372,635,France,Female,58,1,"R$ 0,00",1,1,1,"R$ 58.907,08",1
15587611,537,France,Male,59,9,"R$ 0,00",2,0,0,"R$ 103.799,77",1
15803415,579,France,Female,39,3,"R$ 166.501,17",2,1,0,"R$ 93.835,64",0
15715673,651,Spain,Female,46,4,"R$ 89.743,05",1,1,0,"R$ 156.425,57",1
15655648,610,France,Female,25,2,"R$ 0,00",2,1,0,"R$ 123.723,83",0
15763613,581,France,Male,30,1,"R$ 0,00",2,1,0,"R$ 199.464,08",0
15660385,592,France,Male,39,7,"R$ 0,00",2,1,0,"R$ 83.084,33",0
15733261,688,Spain,Female,35,6,"R$ 0,00",1,1,0,"R$ 25.488,43",1
15796231,681,France,Female,18,1,"R$ 98.894,39",1,1,1,"R$ 2,810,999,00",0
15624866,658,Germany,Male,37,3,"R$ 168.735,74",2,0,0,"R$ 70.370,24",0
15623730,792,France,Male,34,1,"R$ 0,00",1,0,1,"R$ 86.330,32",0
15668248,528,Germany,Female,62,7,"R$ 133.201,17",1,0,0,"R$ 168.507,68",1
15694518,624,Spain,Female,36,0,"R$ 0,00",2,1,0,"R$ 111.605,90",0
15638028,562,Germany,Male,31,4,"R$ 127.237,25",2,0,1,"R$ 143.317,42",0
15795895,678,Germany,Male,36,1,"R$ 117.864,85",2,1,0,"R$ 27.619,06",0
15694376,705,Germany,Female,64,3,"R$ 153.469,26",3,0,0,"R$ 146.573,66",1
15669204,650,Germany,Male,23,4,"R$ 93.911,30",2,1,0,"R$ 69.055,45",0
15773779,593,Spain,Female,46,2,"R$ 76.597,79",1,1,1,"R$ 54.453,72",0
15580682,652,France,Female,40,4,"R$ 79.927,36",2,1,1,"R$ 33.524,60",0
15768530,554,Spain,Female,27,4,"R$ 0,00",2,1,1,"R$ 135.083,73",0
15672875,584,Germany,Male,32,8,"R$ 40.172,91",1,1,1,"R$ 137.439,34",0
15617082,516,France,Male,33,7,"R$ 115.195,58",1,1,1,"R$ 11.205,50",0
15760514,789,Germany,Female,43,9,"R$ 116.644,29",2,1,1,"R$ 60.176,10",0
15761775,598,Germany,Male,20,8,"R$ 180.293,84",2,1,1,"R$ 29.552,70",0
15799964,669,Germany,Female,30,7,"R$ 139.872,81",1,1,0,"R$ 188.795,85",0
15693906,645,France,Female,24,3,"R$ 34.547,82",1,1,1,"R$ 11.638,17",0
15739514,659,France,Female,32,9,"R$ 0,00",2,1,1,"R$ 93.155,75",0
15756926,833,Germany,Male,29,1,"R$ 96.462,25",2,0,1,"R$ 48.986,18",0
15770984,697,Spain,Female,40,7,"R$ 130.334,35",2,0,1,"R$ 116.951,10",0
15703979,580,Germany,Male,39,3,"R$ 119.688,81",1,1,0,"R$ 137.041,26",0
15801821,691,France,Male,38,1,"R$ 0,00",2,0,0,"R$ 44.653,50",0
15711028,534,France,Male,52,1,"R$ 0,00",3,1,1,"R$ 104.035,41",1
15791842,478,France,Female,32,6,"R$ 71.187,24",1,1,1,"R$ 110.593,62",0
15746127,572,France,Female,47,2,"R$ 0,00",2,1,0,"R$ 36.099,70",0
15663625,501,France,Male,37,4,"R$ 0,00",2,0,0,"R$ 12.470,30",0
15604891,624,Spain,Female,38,8,"R$ 0,00",2,1,0,"R$ 95.403,41",0
15589666,595,France,Female,39,9,"R$ 136.422,41",1,1,1,"R$ 151.757,81",0
15627881,603,France,Male,30,8,"R$ 0,00",2,1,1,"R$ 47.536,46",0
15664895,602,France,Female,25,0,"R$ 0,00",2,1,1,"R$ 101.274,17",0
15676094,500,France,Female,34,6,"R$ 0,00",1,1,1,"R$ 140.268,45",0
15761720,422,France,Male,41,6,"R$ 153.238,88",1,1,0,"R$ 11.663,09",0
15611961,615,France,Male,35,7,"R$ 0,00",2,1,0,"R$ 150.784,29",0
15680167,635,France,Female,78,6,"R$ 47.536,40",1,1,1,"R$ 119.400,08",0
15762543,711,France,Female,32,1,"R$ 0,00",2,1,0,"R$ 126.188,42",0
15658475,834,France,Male,36,8,"R$ 142.882,49",1,1,0,"R$ 89.983,02",1
15779743,633,France,Female,44,7,"R$ 0,00",2,1,0,"R$ 29.761,29",0
15661532,650,France,Female,31,1,"R$ 160.566,11",2,0,0,"R$ 27.073,81",0
15782360,743,Germany,Male,65,2,"R$ 131.935,51",1,1,1,"R$ 96.399,67",1
15767908,567,France,Male,38,6,"R$ 127.678,80",2,0,0,"R$ 45.422,89",0
15677105,706,Germany,Female,46,4,"R$ 105.214,58",1,1,0,"R$ 108.699,59",1
15641474,638,France,Male,46,9,"R$ 139.859,54",1,1,0,"R$ 38.967,29",0
15624451,641,France,Female,38,3,"R$ 0,00",2,1,0,"R$ 116.466,19",0
15577985,574,France,Female,34,5,"R$ 112.324,45",2,1,1,"R$ 17.993,43",0
15571666,642,Germany,Male,30,8,"R$ 134.497,27",1,0,0,"R$ 43.250,54",0
15783691,722,Spain,Female,35,1,"R$ 120.171,58",1,1,0,"R$ 125.240,80",0
15671172,623,France,Male,23,1,"R$ 106.012,20",2,0,1,"R$ 191.415,94",0
15731760,681,France,Male,25,5,"R$ 0,00",1,0,1,"R$ 90.860,97",0
15585599,530,France,Female,34,8,"R$ 0,00",2,0,1,"R$ 141.872,52",0
15784958,797,France,Female,55,10,"R$ 0,00",4,1,1,"R$ 49.418,87",1
15734524,653,France,Male,51,3,"R$ 0,00",1,1,0,"R$ 170.426,65",1
15614103,850,Germany,Male,42,8,"R$ 119.839,69",1,0,1,"R$ 51.016,02",1
15794895,581,Spain,Male,34,1,"R$ 0,00",2,0,1,"R$ 81.175,25",0
15772381,589,Germany,Male,38,8,"R$ 92.219,21",1,1,0,"R$ 99.106,97",0
15710553,555,Germany,Male,48,3,"R$ 142.055,41",2,0,1,"R$ 79.134,78",0
15649292,748,France,Female,49,7,"R$ 29.602,08",1,0,0,"R$ 163.550,58",1
15792565,745,France,Female,46,7,"R$ 0,00",2,1,1,"R$ 67.769,94",0
15718245,730,France,Male,34,1,"R$ 0,00",2,1,1,"R$ 126.592,01",0
15703117,565,France,Female,44,1,"R$ 0,00",2,0,1,"R$ 89.602,81",0
15758136,778,France,Male,37,3,"R$ 141.803,77",1,0,1,"R$ 179.421,84",0
15799932,812,France,Male,24,10,"R$ 0,00",2,1,1,"R$ 156.906,15",0
15633516,526,France,Male,42,1,"R$ 0,00",1,0,1,"R$ 168.486,02",0
15622532,708,France,Female,47,0,"R$ 126.589,12",2,0,1,"R$ 132.730,07",1
15798960,680,France,Male,33,2,"R$ 108.393,35",1,0,1,"R$ 39.057,67",0
15698664,567,Spain,Male,43,2,"R$ 115.643,58",2,0,0,"R$ 174.606,35",0
15703614,564,Spain,Male,48,5,"R$ 132.876,23",1,1,0,"R$ 79.259,77",0
15699195,709,France,Female,24,3,"R$ 110.949,41",1,1,1,"R$ 168.515,61",0
15710543,629,France,Male,46,1,"R$ 130.666,20",1,1,1,"R$ 161.125,67",1
15695499,510,France,Female,45,10,"R$ 103.821,47",2,0,1,"R$ 77.878,62",0
15622321,506,France,Female,32,3,"R$ 0,00",1,1,1,"R$ 80.823,02",0
15715744,605,France,Male,39,7,"R$ 0,00",1,0,1,"R$ 119.348,28",0
15788151,650,Spain,Male,32,1,"R$ 132.187,73",2,1,1,"R$ 178.331,36",0
15687153,850,Germany,Male,49,8,"R$ 98.649,55",1,1,0,"R$ 119.174,88",1
15684958,489,Germany,Male,38,2,"R$ 126.444,08",2,1,1,"R$ 82.662,73",0
15706116,659,Germany,Female,30,8,"R$ 154.159,51",1,1,0,"R$ 40.441,10",0
15740557,753,France,Female,43,5,"R$ 0,00",2,1,0,"R$ 109.881,71",0
15707291,477,Germany,Male,48,8,"R$ 129.250,00",2,1,1,"R$ 157.937,35",0
15583353,610,Spain,Female,45,3,"R$ 0,00",1,1,0,"R$ 38.276,84",1
15761024,619,France,Female,33,2,"R$ 167.733,51",2,1,1,"R$ 65.222,48",0
15630709,619,Germany,Female,31,2,"R$ 56.116,30",2,0,0,"R$ 2.181,94",0
15639590,758,France,Female,30,3,"R$ 141.581,08",1,1,0,"R$ 156.249,06",0
15659399,516,Germany,Male,50,7,"R$ 139.675,07",2,1,0,"R$ 45.591,23",0
15567078,789,France,Female,27,8,"R$ 66.201,96",1,1,1,"R$ 79.458,12",0
15696373,687,France,Female,44,9,"R$ 0,00",2,0,0,"R$ 103.042,20",1
15786617,485,Germany,Male,34,3,"R$ 133.658,24",1,1,0,"R$ 70.209,83",0
15657449,446,Germany,Male,25,3,"R$ 136.202,78",1,1,0,"R$ 176.743,51",0
15672594,597,France,Female,60,0,"R$ 131.778,08",1,0,0,"R$ 10.703,53",1
15714240,712,Spain,Male,74,5,"R$ 0,00",2,0,0,"R$ 151.425,82",0
15782144,522,France,Female,34,3,"R$ 0,00",2,1,1,"R$ 3.894,34",0
15665008,805,Germany,Female,26,8,"R$ 42.712,87",2,1,1,"R$ 28.861,69",0
15581733,781,France,Female,28,4,"R$ 0,00",2,1,0,"R$ 177.703,15",0
15751392,689,Spain,Female,57,4,"R$ 0,00",2,1,0,"R$ 136.649,80",1
15785815,670,Germany,Male,31,1,"R$ 142.631,54",2,1,1,"R$ 175.894,24",0
15664214,670,France,Male,33,2,"R$ 141.204,65",2,1,0,"R$ 76.257,46",0
15579996,524,Germany,Female,25,7,"R$ 131.402,21",1,0,0,"R$ 193.668,49",0
15675252,734,Spain,Female,39,3,"R$ 92.636,96",2,1,1,"R$ 125.671,29",0
15579617,489,France,Female,51,3,"R$ 0,00",2,0,1,"R$ 174.098,28",1
15593976,578,Germany,Female,31,5,"R$ 102.088,68",4,0,0,"R$ 187.866,21",1
15716041,622,Spain,Male,39,9,"R$ 0,00",2,0,1,"R$ 100.862,36",0
15654489,843,France,Female,38,8,"R$ 134.887,53",1,1,1,"R$ 10.804,04",0
15736302,687,France,Male,48,4,"R$ 0,00",2,1,1,"R$ 170.893,85",0
15805909,700,Spain,Male,28,8,"R$ 159.900,38",1,0,0,"R$ 22.698,56",0
15572762,410,Germany,Female,50,2,"R$ 102.278,79",2,1,0,"R$ 89.822,48",0
15724632,537,France,Female,41,0,"R$ 0,00",2,0,1,"R$ 175.262,49",0
15670416,780,France,Female,43,0,"R$ 0,00",1,0,1,"R$ 15.705,27",0
15749528,652,Spain,Male,58,6,"R$ 0,00",2,0,1,"R$ 170.025,43",0
15578783,620,Germany,Male,35,0,"R$ 76.989,97",1,1,1,"R$ 17.242,79",0
15580719,697,France,Female,23,10,"R$ 0,00",2,1,1,"R$ 79.734,23",0
15656293,786,France,Male,35,3,"R$ 0,00",2,1,0,"R$ 92.712,97",0
15691875,850,Germany,Female,39,5,"R$ 114.491,82",1,1,0,"R$ 99.689,48",0
15596870,749,Germany,Male,54,3,"R$ 144.768,94",1,1,0,"R$ 93.336,30",1
15780770,445,France,Male,31,7,"R$ 145.056,59",1,1,1,"R$ 175.893,53",0
15751491,443,Germany,Male,50,3,"R$ 117.206,30",1,1,0,"R$ 42.840,18",1
15706200,637,Germany,Male,41,2,"R$ 138.014,40",2,1,0,"R$ 140.298,24",0
15808674,616,Germany,Female,45,6,"R$ 128.352,59",3,1,1,"R$ 144.000,59",1
15641411,756,France,Female,23,1,"R$ 112.568,31",1,1,1,"R$ 113.408,11",0
15764661,644,France,Male,33,2,"R$ 0,00",1,1,0,"R$ 96.420,58",0
15689492,850,Germany,Male,41,1,"R$ 176.958,46",2,0,1,"R$ 125.806,30",0
15602405,703,Germany,Female,38,9,"R$ 99.167,54",1,1,0,"R$ 65.720,92",0
15610271,684,Spain,Female,42,3,"R$ 103.210,27",1,1,0,"R$ 31.002,03",0
15791780,706,Germany,Female,48,10,"R$ 104.478,12",3,0,1,"R$ 158.248,71",1
15589147,580,Spain,Male,61,8,"R$ 125.921,37",1,1,1,"R$ 94.677,83",0
15756975,777,Spain,Female,35,3,"R$ 0,00",2,1,1,"R$ 17.257,72",0
15729582,676,Germany,Male,48,3,"R$ 80.697,44",1,0,0,"R$ 101.397,86",0
15742971,708,France,Female,44,2,"R$ 161.887,81",2,1,0,"R$ 84.870,23",0
15568046,809,France,Male,24,7,"R$ 109.558,36",1,1,0,"R$ 183.515,13",0
15694890,588,France,Male,38,1,"R$ 124.271,26",1,1,0,"R$ 75.969,19",0
15736963,623,France,Male,43,1,"R$ 0,00",2,1,1,"R$ 146.379,30",0
15646490,537,Spain,Male,42,1,"R$ 190.569,23",1,0,1,"R$ 127.154,80",0
15607314,536,Spain,Male,53,2,"R$ 143.923,96",1,1,0,"R$ 2.019,78",1
15576745,769,France,Male,48,2,"R$ 96.542,16",2,0,1,"R$ 197.885,72",0
15669606,690,France,Male,33,5,"R$ 0,00",2,1,0,"R$ 138.017,68",0
15737832,771,Spain,Male,45,0,"R$ 139.825,56",1,0,0,"R$ 170.984,97",1
15681990,497,Germany,Male,24,6,"R$ 111.769,14",2,1,0,"R$ 55.859,27",0
15758050,622,Spain,Male,37,4,"R$ 0,00",2,1,0,"R$ 934,778,00",0
15787848,602,Spain,Male,30,9,"R$ 113.672,18",2,0,0,"R$ 102.135,92",0
15713594,543,France,Female,32,7,"R$ 147.256,86",1,1,0,"R$ 112.771,95",0
15588186,520,Spain,Male,45,7,"R$ 107.023,03",1,1,0,"R$ 32.903,93",0
15786739,669,France,Male,37,1,"R$ 125.529,55",1,1,1,"R$ 162.260,93",0
15699467,631,Spain,Female,41,0,"R$ 0,00",1,0,0,"R$ 87.959,83",0
15680706,537,Germany,Male,48,4,"R$ 131.834,80",1,1,0,"R$ 166.476,95",1
15645717,732,France,Male,62,2,"R$ 0,00",2,1,1,"R$ 25.438,87",0
15748597,844,Spain,Male,56,5,"R$ 99.529,70",1,0,1,"R$ 157.230,06",1
15773709,838,Spain,Male,35,0,"R$ 0,00",2,0,1,"R$ 197.305,91",0
15629787,652,France,Male,27,10,"R$ 107.303,72",2,0,0,"R$ 44.435,76",0
15661007,660,France,Male,33,0,"R$ 72.783,42",1,0,0,"R$ 181.051,99",0
15686812,692,Spain,Female,44,8,"R$ 0,00",1,0,1,"R$ 159.069,37",0
15754113,588,France,Female,35,0,"R$ 0,00",2,1,1,"R$ 155.485,24",0
15749489,533,Germany,Female,22,10,"R$ 115.743,60",1,0,0,"R$ 43.852,05",0
15574352,850,France,Male,43,4,"R$ 161.256,53",1,1,1,"R$ 140.071,57",0
15701281,511,France,Male,27,8,"R$ 0,00",2,1,1,"R$ 49.089,36",0
15811985,530,Spain,Male,44,6,"R$ 0,00",2,0,0,"R$ 55.893,37",0
15713505,554,France,Male,31,1,"R$ 0,00",2,0,1,"R$ 192.660,55",0
15685653,585,Germany,Female,40,3,"R$ 162.261,01",2,1,0,"R$ 137.028,51",0
15758831,754,France,Male,39,3,"R$ 74.896,33",1,0,0,"R$ 34.430,16",0
15618774,474,France,Male,54,3,"R$ 0,00",1,1,0,"R$ 108.409,17",1
15764448,837,Germany,Male,35,0,"R$ 144.037,60",1,1,0,"R$ 145.325,32",0
15611024,567,France,Female,23,9,"R$ 93.522,20",1,0,1,"R$ 81.425,61",0
15738220,800,Spain,Male,38,1,"R$ 0,00",2,1,0,"R$ 51.553,43",0
15805764,646,France,Male,18,10,"R$ 0,00",2,0,1,"R$ 52.795,15",0
15580487,627,Germany,Male,38,8,"R$ 106.922,92",2,0,1,"R$ 84.270,09",0
15675787,505,France,Male,26,8,"R$ 112.972,57",1,1,0,"R$ 145.011,62",0
15583580,566,Germany,Female,35,1,"R$ 123.042,00",1,1,0,"R$ 66.245,44",1
15780654,619,Germany,Female,33,3,"R$ 100.488,92",2,0,1,"R$ 36.446,74",0
15695034,757,France,Female,44,4,"R$ 123.322,15",1,1,0,"R$ 137.136,29",0
15805671,648,France,Male,32,0,"R$ 0,00",1,0,1,"R$ 117.323,31",0
15790658,621,Spain,Male,42,8,"R$ 68.683,68",1,1,1,"R$ 74.157,71",0
15578648,543,Germany,Male,49,6,"R$ 59.532,18",1,1,0,"R$ 104.253,56",0
15734987,658,France,Female,43,7,"R$ 140.260,36",2,1,0,"R$ 2.748,72",0
15721740,633,Germany,Male,50,7,"R$ 88.302,65",1,1,1,"R$ 195.937,16",0
15641822,648,France,Female,19,1,"R$ 0,00",2,0,1,"R$ 22.101,86",0
15765650,501,Germany,Male,40,5,"R$ 114.655,58",1,0,0,"R$ 126.535,92",0
15788556,683,France,Female,42,4,"R$ 148.283,94",1,1,1,"R$ 44.692,63",1
15576550,619,Spain,Female,38,1,"R$ 0,00",1,1,0,"R$ 112.442,63",1
15622230,705,France,Female,35,3,"R$ 0,00",2,0,1,"R$ 66.331,01",0
15653937,638,Germany,Female,53,1,"R$ 123.916,67",1,1,0,"R$ 16.657,68",1
15743538,710,France,Female,31,1,"R$ 0,00",2,1,0,"R$ 20.081,30",0
15591740,590,France,Female,54,4,"R$ 0,00",2,1,1,"R$ 93.820,49",1
15650086,725,France,Male,43,2,"R$ 165.896,00",2,1,0,"R$ 130.795,52",0
15718773,638,France,Female,32,0,"R$ 0,00",2,1,0,"R$ 160.129,99",0
15615140,791,France,Male,36,6,"R$ 111.168,97",1,1,1,"R$ 189.969,91",0
15644361,702,France,Female,40,1,"R$ 103.549,24",1,0,0,"R$ 9.712,52",1
15774536,607,France,Female,32,6,"R$ 0,00",2,0,0,"R$ 196.062,01",0
15618661,535,France,Male,30,6,"R$ 103.804,97",1,1,1,"R$ 125.710,53",0
15605020,651,France,Male,45,2,"R$ 165.901,59",2,1,0,"R$ 23.054,51",1
15762134,506,Germany,Male,59,8,"R$ 119.152,10",2,1,1,"R$ 170.679,74",0
15685279,511,Spain,Female,57,8,"R$ 122.950,31",1,1,1,"R$ 181.258,76",0
15582849,757,France,Female,51,1,"R$ 0,00",1,1,1,"R$ 22.835,13",1
15655410,768,Germany,Male,49,1,"R$ 133.384,66",1,1,0,"R$ 102.397,22",1
15649129,757,France,Male,32,9,"R$ 0,00",2,1,0,"R$ 115.950,96",0
15702380,663,Spain,Male,64,6,"R$ 0,00",2,0,1,"R$ 15.876,52",0
15759067,537,Germany,Female,37,7,"R$ 158.411,95",4,1,1,"R$ 117.690,58",1
15683027,570,Germany,Male,29,4,"R$ 122.028,65",2,1,1,"R$ 173.792,77",0
15597487,850,France,Female,35,5,"R$ 0,00",1,1,1,"R$ 80.992,80",0
15763256,661,Germany,Female,64,8,"R$ 128.751,65",2,1,0,"R$ 189.398,18",1
15620111,659,France,Male,54,8,"R$ 133.436,52",1,1,0,"R$ 56.787,80",0
15623053,454,Spain,Male,40,2,"R$ 123.177,01",1,1,0,"R$ 148.309,98",0
15595592,708,France,Female,59,2,"R$ 0,00",1,1,0,"R$ 179.673,11",1
15740072,720,France,Female,37,2,"R$ 120.328,88",2,1,1,"R$ 138.470,21",0
15778005,785,France,Female,39,1,"R$ 130.147,98",1,1,0,"R$ 163.798,41",1
15583278,743,Spain,Female,36,8,"R$ 92.716,96",1,1,1,"R$ 33.693,78",0
15601263,493,Spain,Female,48,7,"R$ 0,00",2,1,0,"R$ 48.545,10",0
15709222,557,Spain,Male,34,3,"R$ 0,00",1,0,1,"R$ 123.427,98",0
15713949,850,France,Male,40,1,"R$ 76.914,21",1,1,0,"R$ 174.183,44",0
15717706,799,France,Female,32,3,"R$ 106.045,92",2,1,1,"R$ 17,938,00",0
15756071,756,France,Male,34,1,"R$ 103.133,26",1,1,1,"R$ 90.059,04",0
15696564,752,France,Male,38,0,"R$ 145.974,79",2,1,1,"R$ 137.694,23",0
15657637,696,Spain,Female,36,3,"R$ 0,00",3,1,0,"R$ 65.039,90",0
15755863,630,Spain,Female,49,1,"R$ 0,00",2,0,1,"R$ 162.858,29",0
15719858,659,Spain,Female,38,9,"R$ 0,00",2,1,1,"R$ 35.701,06",0
15688876,685,Spain,Male,39,9,"R$ 0,00",2,1,1,"R$ 18.826,06",0
15698528,599,Spain,Female,31,3,"R$ 0,00",1,1,1,"R$ 130.086,47",1
15770345,559,Spain,Female,31,1,"R$ 139.183,06",1,0,1,"R$ 143.360,56",0
15761506,615,Spain,Male,19,5,"R$ 0,00",2,1,0,"R$ 159.920,92",0
15716619,580,Germany,Female,36,3,"R$ 74.974,89",1,1,1,"R$ 12.099,67",0
15788367,487,Spain,Male,44,6,"R$ 61.691,45",1,1,1,"R$ 53.087,98",0
15709451,646,Germany,Female,35,1,"R$ 121.952,75",2,1,1,"R$ 142.839,82",0
15640421,811,France,Female,35,7,"R$ 0,00",1,1,1,"R$ 178,19",0
15580068,526,Spain,Male,35,5,"R$ 0,00",2,1,1,"R$ 105.618,14",0
15677123,767,Spain,Male,37,7,"R$ 0,00",2,1,1,"R$ 24.734,25",0
15619801,548,France,Female,33,1,"R$ 80.107,83",2,0,1,"R$ 82.245,67",0
15582246,737,Spain,Female,45,2,"R$ 0,00",2,0,1,"R$ 177.695,67",0
15711843,613,Germany,Male,40,1,"R$ 147.856,82",3,0,0,"R$ 107.961,11",1
15680046,711,Spain,Male,36,8,"R$ 0,00",2,1,0,"R$ 55.207,41",0
15804131,850,Spain,Female,53,7,"R$ 65.407,16",2,0,0,"R$ 182.633,63",1
15722611,752,France,Female,53,8,"R$ 114.233,18",1,1,1,"R$ 51.587,04",0
15729224,710,France,Female,37,5,"R$ 0,00",2,1,0,"R$ 115.403,31",0
15811588,664,Spain,Female,53,7,"R$ 187.602,18",1,1,0,"R$ 186.392,99",1
15702138,510,France,Female,22,3,"R$ 156.834,34",1,0,0,"R$ 44.374,44",0
15749799,577,France,Female,34,2,"R$ 0,00",2,1,1,"R$ 84.033,35",0
15752885,529,France,Male,42,1,"R$ 157.498,90",1,1,1,"R$ 82.276,62",0
15674932,757,Spain,Female,44,9,"R$ 0,00",2,1,0,"R$ 177.528,92",0
15743828,691,France,Male,41,2,"R$ 0,00",1,1,1,"R$ 56.850,92",1
15642022,621,Spain,Male,34,8,"R$ 0,00",1,0,0,"R$ 47.972,65",0
15746461,709,Spain,Male,35,2,"R$ 0,00",2,1,0,"R$ 104.982,39",0
15809991,756,Spain,Male,19,4,"R$ 130.274,22",1,1,1,"R$ 133.535,29",0
15787322,788,France,Female,41,6,"R$ 0,00",1,1,1,"R$ 25.571,37",0
15575498,705,France,Female,39,5,"R$ 149.379,66",2,1,0,"R$ 96.075,55",0
15691387,483,France,Male,29,9,"R$ 0,00",1,1,1,"R$ 81.634,45",0
15765457,719,Spain,Male,35,1,"R$ 100.829,94",1,1,1,"R$ 165.008,97",0
15666173,793,Germany,Female,32,1,"R$ 96.408,98",1,1,1,"R$ 138.191,81",0
15627377,593,France,Male,41,6,"R$ 0,00",2,1,1,"R$ 99.136,49",0
15656683,551,France,Male,52,1,"R$ 0,00",1,0,0,"R$ 63.584,55",1
15679810,690,France,Male,39,6,"R$ 0,00",2,1,0,"R$ 160.532,88",0
15606310,823,France,Male,71,5,"R$ 149.105,08",1,0,1,"R$ 162.683,06",0
15756871,512,Spain,Male,39,3,"R$ 0,00",1,1,0,"R$ 134.878,19",0
15610002,802,Spain,Male,41,5,"R$ 0,00",2,1,1,"R$ 134.626,30",0
15567802,450,Spain,Female,34,2,"R$ 0,00",2,1,0,"R$ 175.480,93",0
15745452,651,Germany,Male,41,1,"R$ 90.218,11",1,1,0,"R$ 174.337,68",0
15617252,697,France,Female,33,1,"R$ 87.347,70",1,1,0,"R$ 172.524,51",0
15753248,611,France,Male,28,2,"R$ 0,00",2,0,0,"R$ 25.395,83",0
15610755,643,France,Female,33,0,"R$ 137.811,75",1,1,1,"R$ 184.856,89",0
